model,k_pct,folds,recall_mean,recall_std,precision_mean,precision_std,yield_cost_mean,yield_cost_std
HistGB,5,6,0.08888888888888889,0.09813067629253164,0.1277777777777778,0.16113026706042216,0.032794101840047975,0.02055409120501567
HistGB,10,6,0.25555555555555554,0.2277100170213244,0.10833333333333334,0.06972166887783963,0.027331258789525064,0.016846606375578145
HistGB,15,6,0.31666666666666665,0.22484562605386735,0.09229302832244009,0.050844298053635315,0.025159742497531837,0.016427499635039762
HistGB,20,6,0.3444444444444444,0.23726840560069581,0.07650103519668737,0.045636655061943,0.021278188594199773,0.01396057082260358
HistGB,25,6,0.42777777777777776,0.17051121392469784,0.06734584274814161,0.025385495411085163,0.01702797856235334,0.011561009299389148
HistGB,30,6,0.42777777777777776,0.17051121392469784,0.05583664021164022,0.02081030630916921,0.01475000832063352,0.009880263208066817
HistGB,40,6,0.5666666666666667,0.282842712474619,0.050169122249506475,0.007983476719351823,0.011463831479937417,0.007623196964519342
